STATE,YEAR,ENROLL,POLITICAL_AFFILIATION,INSTRUCTION_EXPENDITURE_PER_1000_STUDENTS,TOTAL_EXPENDITURE_PER_1000_STUDENTS,Expenditure_Type,Expenditure
Michigan,2014,1363533.0,Swing,6496.772722038997,12730.432633460283,INSTRUCTION_EXPENDITURE,8858564
Minnesota,2014,804580.0,Democratic,7440.885928061845,14045.571602575255,INSTRUCTION_EXPENDITURE,5986788
Mississippi,2014,492421.0,Republican,4628.307891011959,9063.541156855617,INSTRUCTION_EXPENDITURE,2279076
Missouri,2014,892992.0,Republican,5871.460214649179,11561.412644234215,INSTRUCTION_EXPENDITURE,5243167
Montana,2014,144034.0,Republican,6589.555243900746,12179.929738811668,INSTRUCTION_EXPENDITURE,949120
Nebraska,2014,307398.0,Republican,7713.6123201842565,13040.530517439931,INSTRUCTION_EXPENDITURE,2371149
Nevada,2014,435765.0,Swing,4829.32773398506,9279.818250662627,INSTRUCTION_EXPENDITURE,2104452
New_Hampshire,2014,184846.0,Swing,9099.580191077977,16016.65710916114,INSTRUCTION_EXPENDITURE,1682021
New_Jersey,2014,1335350.0,Democratic,11200.513722993972,20775.22971505598,INSTRUCTION_EXPENDITURE,14956606
New_Mexico,2014,326637.0,Democratic,5233.941653884894,10948.594311116009,INSTRUCTION_EXPENDITURE,1709599
New_York,2014,2619312.0,Democratic,15335.675933222159,23882.681024635476,INSTRUCTION_EXPENDITURE,40168920
North_Carolina,2014,1441391.0,Swing,5254.157962690207,9394.193525559684,INSTRUCTION_EXPENDITURE,7573296
North_Dakota,2014,103272.0,Republican,7346.318459989155,15466.050817259276,INSTRUCTION_EXPENDITURE,758669
Ohio,2014,1601566.0,Swing,7086.973000176077,13641.38724223666,INSTRUCTION_EXPENDITURE,11350255
Oklahoma,2014,670069.0,Republican,4228.892845363686,8994.090160864029,INSTRUCTION_EXPENDITURE,2833650
Oregon,2014,566538.0,Democratic,6067.494148671404,11391.354154531558,INSTRUCTION_EXPENDITURE,3437466
Pennsylvania,2014,1605292.0,Swing,9563.991473202384,17828.924581945215,INSTRUCTION_EXPENDITURE,15352999
Rhode_Island,2014,135084.0,Democratic,9456.671404459446,16716.087767611265,INSTRUCTION_EXPENDITURE,1277445
South_Carolina,2014,729386.0,Republican,5533.303353779755,11588.847331865432,INSTRUCTION_EXPENDITURE,4035914
South_Dakota,2014,130653.0,Republican,5328.886439653127,10374.342724621707,INSTRUCTION_EXPENDITURE,696235
Tennessee,2014,992583.0,Republican,5336.148211283086,9503.369491518593,INSTRUCTION_EXPENDITURE,5296570
Texas,2014,4949469.0,Republican,5124.733380489907,10727.76918089597,INSTRUCTION_EXPENDITURE,25364709
Utah,2014,570423.0,Republican,4096.281180807927,7688.848451061756,INSTRUCTION_EXPENDITURE,2336613
Vermont,2014,87990.0,Democratic,10859.131719513582,21322.843504943743,INSTRUCTION_EXPENDITURE,955495
Virginia,2014,1273211.0,Swing,6648.502879726927,12323.522181319515,INSTRUCTION_EXPENDITURE,8464947
Washington,2014,1057773.0,Democratic,5925.48306678276,12106.850902792945,INSTRUCTION_EXPENDITURE,6267816
West_Virginia,2014,280265.0,Republican,6506.930940360016,12487.727686296897,INSTRUCTION_EXPENDITURE,1823665
Wisconsin,2014,865119.0,Swing,6572.454194162883,13009.985909452918,INSTRUCTION_EXPENDITURE,5685955
Wyoming,2014,92732.0,Republican,9338.006297718155,19151.95401803045,INSTRUCTION_EXPENDITURE,865932
Alabama,2015,734974.0,Republican,5194.032714082403,10206.89031176613,INSTRUCTION_EXPENDITURE,3817479
Alaska,2015,130755.0,Republican,11354.135597109098,22701.548697946542,INSTRUCTION_EXPENDITURE,1484610
Arizona,2015,944978.0,Swing,4070.3138062473413,8362.73437053561,INSTRUCTION_EXPENDITURE,3846357
Arkansas,2015,479682.0,Republican,5462.78367751969,11154.354343085628,INSTRUCTION_EXPENDITURE,2620399
California,2015,6226523.0,Democratic,6255.8105061203505,12585.829683757693,INSTRUCTION_EXPENDITURE,38951948
Colorado,2015,872320.0,Swing,5249.149394717535,10956.623716067497,INSTRUCTION_EXPENDITURE,4578938
Connecticut,2015,505366.0,Democratic,11885.00017808875,20861.44893008236,INSTRUCTION_EXPENDITURE,6006275
Delaware,2015,121845.0,Democratic,8801.30493659978,16209.881406705239,INSTRUCTION_EXPENDITURE,1072395
District_Of_Columbia,2015,46155.0,Democratic,12075.506445672192,29486.33950817896,INSTRUCTION_EXPENDITURE,557345
Florida,2015,2743641.0,Swing,5442.1015723267,9941.916234667728,INSTRUCTION_EXPENDITURE,14931173
Georgia,2015,1717805.0,Swing,5868.81689132352,10770.199760741178,INSTRUCTION_EXPENDITURE,10081483
Hawaii,2015,182384.0,Democratic,7553.913720501799,13822.506360207037,INSTRUCTION_EXPENDITURE,1377713
Idaho,2015,274131.0,Republican,4125.08618142421,7403.467685157826,INSTRUCTION_EXPENDITURE,1130814
Illinois,2015,2047123.0,Democratic,8457.319369671484,15831.991043039427,INSTRUCTION_EXPENDITURE,17313173
Indiana,2015,1004215.0,Swing,5514.16379958475,11330.804658364992,INSTRUCTION_EXPENDITURE,5537406
Iowa,2015,505311.0,Swing,6696.685803396324,13402.941950600718,INSTRUCTION_EXPENDITURE,3383909
Kansas,2015,496920.0,Republican,6141.340658456089,12428.00450776785,INSTRUCTION_EXPENDITURE,3051755
Kentucky,2015,688475.0,Republican,5530.699008678601,10973.364319692073,INSTRUCTION_EXPENDITURE,3807748
Louisiana,2015,661015.0,Republican,6203.953011656316,12764.102176198725,INSTRUCTION_EXPENDITURE,4100906
Maine,2015,176176.0,Democratic,7985.752883480156,14736.286440831895,INSTRUCTION_EXPENDITURE,1406898
Maryland,2015,874108.0,Democratic,8792.991255085184,15882.27427274433,INSTRUCTION_EXPENDITURE,7686024
Massachusetts,2015,916130.0,Democratic,10669.756475609356,18526.103282285265,INSTRUCTION_EXPENDITURE,9774884
Michigan,2015,1345009.0,Swing,6721.7550217136095,13191.661171040492,INSTRUCTION_EXPENDITURE,9040821
Minnesota,2015,807044.0,Democratic,7753.984912842422,14831.746472311299,INSTRUCTION_EXPENDITURE,6257807
Mississippi,2015,490189.0,Republican,4795.848132047027,9434.195789787205,INSTRUCTION_EXPENDITURE,2350872
Missouri,2015,892779.0,Republican,6034.826087979221,11806.22864113067,INSTRUCTION_EXPENDITURE,5387766
Montana,2015,144447.0,Republican,6510.955575401359,12494.832014510512,INSTRUCTION_EXPENDITURE,940488
Nebraska,2015,312281.0,Republican,7834.933921692322,13717.920718839763,INSTRUCTION_EXPENDITURE,2446701
Nevada,2015,438948.0,Swing,4944.60391663705,9529.796240101334,INSTRUCTION_EXPENDITURE,2170424
New_Hampshire,2015,183039.0,Swing,9272.149651167238,16634.269199460225,INSTRUCTION_EXPENDITURE,1697165
New_Jersey,2015,1339230.0,Democratic,11453.932483591318,21512.156239032876,INSTRUCTION_EXPENDITURE,15339450
New_Mexico,2015,326297.0,Democratic,5436.15479149364,11788.77219220526,INSTRUCTION_EXPENDITURE,1773801
New_York,2015,2631532.0,Democratic,15942.90322139347,24736.385877124045,INSTRUCTION_EXPENDITURE,41954260
North_Carolina,2015,1465031.0,Swing,5433.483660072721,9597.543669724395,INSTRUCTION_EXPENDITURE,7960222
North_Dakota,2015,106061.0,Republican,7782.738235543697,17016.264225304305,INSTRUCTION_EXPENDITURE,825445
Ohio,2015,1600222.0,Swing,7261.542460983539,14099.123746580162,INSTRUCTION_EXPENDITURE,11620080
Oklahoma,2015,671715.0,Republican,4467.510774658896,9207.504670879762,INSTRUCTION_EXPENDITURE,3000894
Oregon,2015,570376.0,Democratic,6400.786498730662,12292.959381180135,INSTRUCTION_EXPENDITURE,3650855
Pennsylvania,2015,1589429.0,Swing,10103.21190817583,18680.07001256426,INSTRUCTION_EXPENDITURE,16058338
Rhode_Island,2015,134574.0,Democratic,9824.00017834054,17287.685585625753,INSTRUCTION_EXPENDITURE,1322055
South_Carolina,2015,737401.0,Republican,5591.448886019954,11911.242322698234,INSTRUCTION_EXPENDITURE,4123140
South_Dakota,2015,132836.0,Republican,5340.141226775873,11026.988165858653,INSTRUCTION_EXPENDITURE,709363
Tennessee,2015,994530.0,Republican,5372.660452676138,9615.121715785346,INSTRUCTION_EXPENDITURE,5343272
Texas,2015,5004866.0,Republican,5343.968050293454,11240.219218656403,INSTRUCTION_EXPENDITURE,26745844
Utah,2015,573913.0,Republican,4125.45107010993,7907.055599019363,INSTRUCTION_EXPENDITURE,2367650
Vermont,2015,85184.0,Democratic,11545.971074380166,23119.5412283997,INSTRUCTION_EXPENDITURE,983532
Virginia,2015,1279867.0,Swing,6841.254599110689,12589.755029233507,INSTRUCTION_EXPENDITURE,8755896
Washington,2015,1072359.0,Democratic,6069.762085271817,12710.424400783691,INSTRUCTION_EXPENDITURE,6508964
West_Virginia,2015,279565.0,Republican,6509.766959383327,12401.341369627815,INSTRUCTION_EXPENDITURE,1819903
Wisconsin,2015,861813.0,Swing,6641.20174562231,13406.24590253338,INSTRUCTION_EXPENDITURE,5723474
Wyoming,2015,93867.0,Republican,9544.461844950834,20693.172254359895,INSTRUCTION_EXPENDITURE,895910
Alabama,2016,734652.0,Republican,5261.610939601334,10493.192695316968,INSTRUCTION_EXPENDITURE,3865453
Alaska,2016,132477.0,Republican,9448.71940034874,19799.769016508526,INSTRUCTION_EXPENDITURE,1251738
Arizona,2016,938274.0,Swing,4126.9927547816515,8512.450520849987,INSTRUCTION_EXPENDITURE,3872250
Arkansas,2016,479177.0,Republican,5547.53880090238,11340.679957510481,INSTRUCTION_EXPENDITURE,2658253
California,2016,6217031.0,Democratic,6850.098061277159,13723.613892226049,INSTRUCTION_EXPENDITURE,42587272
Colorado,2016,880678.0,Swing,5435.400907028448,11216.953301887865,INSTRUCTION_EXPENDITURE,4786838
Connecticut,2016,499494.0,Democratic,12233.642446155509,21674.79689445719,INSTRUCTION_EXPENDITURE,6110631
Delaware,2016,121225.0,Democratic,9294.906166219838,16844.314291606515,INSTRUCTION_EXPENDITURE,1126775
District_Of_Columbia,2016,48336.0,Democratic,12297.169811320755,27361.862793776894,INSTRUCTION_EXPENDITURE,594396
Florida,2016,2776933.0,Swing,5478.026297357553,10063.302211468552,INSTRUCTION_EXPENDITURE,15212112
Georgia,2016,1727085.0,Swing,6099.8335345394125,11092.90393929656,INSTRUCTION_EXPENDITURE,10534931
Hawaii,2016,181995.0,Democratic,8066.3974285007835,15017.412566279294,INSTRUCTION_EXPENDITURE,1468044
Idaho,2016,274849.0,Republican,4261.660038784933,7644.124592048725,INSTRUCTION_EXPENDITURE,1171313
Illinois,2016,2030717.0,Democratic,8767.827324043676,16268.758276017781,INSTRUCTION_EXPENDITURE,17804976
Indiana,2016,1002696.0,Swing,5715.193837414331,11504.271484078923,INSTRUCTION_EXPENDITURE,5730602
Iowa,2016,508014.0,Swing,6786.637769825241,13724.842228757476,INSTRUCTION_EXPENDITURE,3447707
Kansas,2016,495545.0,Republican,6067.634624504333,12379.97760041974,INSTRUCTION_EXPENDITURE,3006786
Kentucky,2016,686440.0,Republican,5707.6627236175045,11342.988462210826,INSTRUCTION_EXPENDITURE,3917968
Louisiana,2016,660561.0,Republican,6200.662769978851,12487.355444841582,INSTRUCTION_EXPENDITURE,4095916
Maine,2016,179879.0,Democratic,7989.61524135669,15044.01847908872,INSTRUCTION_EXPENDITURE,1437164
Maryland,2016,879196.0,Democratic,8848.429701681993,15914.757346484743,INSTRUCTION_EXPENDITURE,7779504
Massachusetts,2016,921029.0,Democratic,10848.538971085602,18498.744339211902,INSTRUCTION_EXPENDITURE,9991819
Michigan,2016,1335713.0,Swing,6822.924535435382,13477.030619601665,INSTRUCTION_EXPENDITURE,9113469
Minnesota,2016,811157.0,Democratic,8073.511046566818,15840.270132662357,INSTRUCTION_EXPENDITURE,6548885
Mississippi,2016,486245.0,Republican,4951.4894754701845,9524.73752943475,INSTRUCTION_EXPENDITURE,2407637
Missouri,2016,891554.0,Republican,6156.0298086262865,12023.816841156004,INSTRUCTION_EXPENDITURE,5488433
Montana,2016,145240.0,Republican,6700.626549160012,12942.639768658772,INSTRUCTION_EXPENDITURE,973199
Nebraska,2016,315542.0,Republican,8008.357049140843,14706.194421027945,INSTRUCTION_EXPENDITURE,2526973
Nevada,2016,441623.0,Swing,5182.678438396551,9904.93928078927,INSTRUCTION_EXPENDITURE,2288790
New_Hampshire,2016,179682.0,Swing,9700.593270333144,17390.601173183735,INSTRUCTION_EXPENDITURE,1743022
New_Jersey,2016,1364473.0,Democratic,11602.53299259128,21741.343361136496,INSTRUCTION_EXPENDITURE,15831343
New_Mexico,2016,319861.0,Democratic,5418.472398948294,11659.430189988778,INSTRUCTION_EXPENDITURE,1733158
New_York,2016,2590945.0,Democratic,16968.526927433813,26354.100916846943,INSTRUCTION_EXPENDITURE,43964520
North_Carolina,2016,1462036.0,Swing,5513.232232311653,9717.537051071246,INSTRUCTION_EXPENDITURE,8060544
North_Dakota,2016,108384.0,Republican,8005.332890463536,18117.342043105993,INSTRUCTION_EXPENDITURE,867650
Ohio,2016,1595024.0,Swing,7678.5734885493885,14640.855560794069,INSTRUCTION_EXPENDITURE,12247509
Oklahoma,2016,672777.0,Republican,4529.312090038749,9191.97891723409,INSTRUCTION_EXPENDITURE,3047217
Oregon,2016,574252.0,Democratic,6677.801731643947,13063.87091381484,INSTRUCTION_EXPENDITURE,3834741
Pennsylvania,2016,1572593.0,Swing,10630.409775447302,19665.086261988956,INSTRUCTION_EXPENDITURE,16717308
Rhode_Island,2016,133856.0,Democratic,10011.415252211333,17620.831341142723,INSTRUCTION_EXPENDITURE,1340088
South_Carolina,2016,743320.0,Republican,5750.796426841737,12359.816768013776,INSTRUCTION_EXPENDITURE,4274682
South_Dakota,2016,134045.0,Republican,5447.245328061472,11010.212988175614,INSTRUCTION_EXPENDITURE,730176
Tennessee,2016,999265.0,Republican,5405.785252160338,9687.632409821219,INSTRUCTION_EXPENDITURE,5401812
Texas,2016,5053291.0,Republican,5513.673960197423,11737.87221040704,INSTRUCTION_EXPENDITURE,27862199
Utah,2016,580215.0,Republican,4466.620132192377,8485.91815103022,INSTRUCTION_EXPENDITURE,2591600
Vermont,2016,87974.0,Democratic,11517.141428149225,23673.994589310478,INSTRUCTION_EXPENDITURE,1013209
Virginia,2016,1283493.0,Swing,6968.962043423688,12853.611200061083,INSTRUCTION_EXPENDITURE,8944614
Washington,2016,1083973.0,Democratic,6538.322448990888,14071.656766358572,INSTRUCTION_EXPENDITURE,7087365
West_Virginia,2016,276764.0,Republican,6519.037880649217,12164.031449176915,INSTRUCTION_EXPENDITURE,1804235
Wisconsin,2016,857736.0,Swing,6715.840305175485,13742.614277586577,INSTRUCTION_EXPENDITURE,5760418
Wyoming,2016,94511.0,Republican,9750.124324152743,21523.727396810955,INSTRUCTION_EXPENDITURE,921494
Alabama,1993,727716.0,Republican,2149.956851299133,3893.597227489845,TOTAL_EXPENDITURE,2833433
Alaska,1993,121156.0,Republican,4084.9565848988086,9297.088051767969,TOTAL_EXPENDITURE,1126398
Arizona,1993,676297.0,Swing,2334.6089070334483,5358.51260614789,TOTAL_EXPENDITURE,3623946
Arkansas,1993,311432.0,Republican,2513.5214107734596,4418.515117264765,TOTAL_EXPENDITURE,1376067
California,1993,5129788.0,Democratic,2978.90419643073,5479.950828377313,TOTAL_EXPENDITURE,28110986
Colorado,1993,539538.0,Swing,2850.056900533419,5612.774262424518,TOTAL_EXPENDITURE,3028305
Connecticut,1993,471918.0,Democratic,4879.7714857242145,8645.448997495327,TOTAL_EXPENDITURE,4079943
Delaware,1993,104355.0,Democratic,3782.0899813137844,6655.493268171146,TOTAL_EXPENDITURE,694534
District_Of_Columbia,1993,80937.0,Democratic,4191.729369756725,8888.888888888889,TOTAL_EXPENDITURE,719440
Florida,1993,1980569.0,Swing,2692.729210646032,5768.636689759357,TOTAL_EXPENDITURE,11425183
Georgia,1993,893557.0,Swing,2841.1304483093973,5201.653615829768,TOTAL_EXPENDITURE,4647974
Hawaii,1993,177448.0,Democratic,3271.927550606375,5990.994544880754,TOTAL_EXPENDITURE,1063090
Idaho,1993,231632.0,Republican,2158.2251157007668,3884.69209781032,TOTAL_EXPENDITURE,899819
Illinois,1993,1856841.0,Democratic,2973.1587141817745,5786.545536209077,TOTAL_EXPENDITURE,10744695
Indiana,1993,958052.0,Swing,2987.9223674706595,5916.796791823408,TOTAL_EXPENDITURE,5668599
Iowa,1993,493957.0,Swing,3082.365469059048,5849.450458238268,TOTAL_EXPENDITURE,2889377
Kansas,1993,451469.0,Republican,2901.545842571694,5587.409102286093,TOTAL_EXPENDITURE,2522542
Kentucky,1993,489281.0,Republican,2549.6514272984236,4666.911243232416,TOTAL_EXPENDITURE,2283431
Louisiana,1993,795719.0,Republican,2385.911358155329,4306.924932042592,TOTAL_EXPENDITURE,3427102
Maine,1993,211511.0,Democratic,3826.1745252019987,6249.537849095319,TOTAL_EXPENDITURE,1321846
Maryland,1993,751850.0,Democratic,3704.4703065771096,6515.7877236150825,TOTAL_EXPENDITURE,4898895
Massachusetts,1993,862495.0,Democratic,3753.3295845193306,6584.688606890475,TOTAL_EXPENDITURE,5679261
Michigan,1993,1600650.0,Swing,3381.107050260832,7141.447536938119,TOTAL_EXPENDITURE,11430958
Minnesota,1993,781566.0,Democratic,3526.784686130154,6769.107151539345,TOTAL_EXPENDITURE,5290504
Mississippi,1993,329408.0,Republican,1981.041747619973,3542.8162036137555,TOTAL_EXPENDITURE,1167032
Missouri,1993,834636.0,Republican,2671.6868191642825,5073.882506865269,TOTAL_EXPENDITURE,4234845
Montana,1993,158875.0,Republican,2808.780487804878,5245.8536585365855,TOTAL_EXPENDITURE,833435
Nebraska,1993,281354.0,Republican,3456.7662091173397,5837.400570100301,TOTAL_EXPENDITURE,1642376
Nevada,1993,222846.0,Swing,2745.9052439801476,5678.212756791686,TOTAL_EXPENDITURE,1265367
New_Hampshire,1993,177722.0,Swing,3438.842686893013,6143.381235862752,TOTAL_EXPENDITURE,1091814
New_Jersey,1993,653488.0,Democratic,5625.777366990672,10163.34500403986,TOTAL_EXPENDITURE,6641624
New_Mexico,1993,281407.0,Democratic,2088.622528934959,4346.675811191619,TOTAL_EXPENDITURE,1223185
New_York,1993,2663637.0,Democratic,5267.098707519081,8985.564474438523,TOTAL_EXPENDITURE,23934282
North_Carolina,1993,1112636.0,Swing,2730.2855561028045,4920.903152513491,TOTAL_EXPENDITURE,5475174
North_Dakota,1993,118793.0,Republican,2617.494296802,4958.06150194035,TOTAL_EXPENDITURE,588983
Ohio,1993,1834239.0,Swing,3010.7712244696577,5661.886482623038,TOTAL_EXPENDITURE,10385253
Oklahoma,1993,312817.0,Republican,2322.3641937618477,4567.897524750892,TOTAL_EXPENDITURE,1428916
Oregon,1993,509814.0,Democratic,3358.640602258863,6177.009654501446,TOTAL_EXPENDITURE,3149126
Pennsylvania,1993,1719829.0,Swing,3986.527730373194,7447.872433829178,TOTAL_EXPENDITURE,12809067
Rhode_Island,1993,138939.0,Democratic,4232.389753776837,6488.746860132865,TOTAL_EXPENDITURE,901540
South_Carolina,1993,631613.0,Republican,2521.1387352698566,4740.304585244446,TOTAL_EXPENDITURE,2994038
South_Dakota,1993,107050.0,Republican,2480.607192900514,4499.43951424568,TOTAL_EXPENDITURE,481665
Tennessee,1993,844668.0,Republican,2331.8262323184967,3890.855341980518,TOTAL_EXPENDITURE,3286481
Texas,1993,3535333.0,Republican,2521.472517581795,5254.065458614507,TOTAL_EXPENDITURE,18574871
Utah,1993,462323.0,Republican,1907.5927436013349,3601.402050081869,TOTAL_EXPENDITURE,1665011
Vermont,1993,97454.0,Democratic,4164.795698483387,8310.105280440002,TOTAL_EXPENDITURE,809853
Virginia,1993,1032842.0,Swing,3022.0275705286967,5765.967108231463,TOTAL_EXPENDITURE,5955333
Washington,1993,896197.0,Democratic,3100.0639368353163,6462.235423684748,TOTAL_EXPENDITURE,5791436
West_Virginia,1993,317719.0,Republican,3221.390599869696,5759.328211406934,TOTAL_EXPENDITURE,1829848
Wisconsin,1993,829085.0,Swing,3753.426970696611,6803.54607790516,TOTAL_EXPENDITURE,5640718
Wyoming,1993,100313.0,Republican,3330.2862041809135,6128.886584988985,TOTAL_EXPENDITURE,614807
Alabama,1994,730004.0,Republican,2325.4571207829,4251.026021775223,TOTAL_EXPENDITURE,3103266
Alaska,1994,123868.0,Republican,4167.678496463978,9010.882552394485,TOTAL_EXPENDITURE,1116160
Arizona,1994,708482.0,Swing,2332.184868493483,5368.34951346682,TOTAL_EXPENDITURE,3803379
Arkansas,1994,312695.0,Republican,2610.435088504773,4624.263259725932,TOTAL_EXPENDITURE,1445984
California,1994,4120498.0,Democratic,3019.9903021430905,5584.928812002821,TOTAL_EXPENDITURE,23012688
Colorado,1994,549570.0,Swing,2864.3557690558073,5665.802354568117,TOTAL_EXPENDITURE,3113755
Connecticut,1994,479522.0,Democratic,5070.201158653826,8617.644237386397,TOTAL_EXPENDITURE,4132350
Delaware,1994,103782.0,Democratic,3988.3120386964983,7056.358520745409,TOTAL_EXPENDITURE,732323
District_Of_Columbia,1994,80678.0,Democratic,4350.97548278341,9541.85775552195,TOTAL_EXPENDITURE,769818
Florida,1994,2039884.0,Swing,2801.6911745962025,6112.638267666201,TOTAL_EXPENDITURE,12469073
Georgia,1994,1235304.0,Swing,2840.7995116991447,5340.67646506447,TOTAL_EXPENDITURE,6597359
Hawaii,1994,181212.0,Democratic,3395.304946692272,6325.557910072181,TOTAL_EXPENDITURE,1146267
Idaho,1994,236774.0,Republican,2275.5158927922826,4116.92584489851,TOTAL_EXPENDITURE,974781
Illinois,1994,1875956.0,Democratic,3053.3626588256866,5727.057564249908,TOTAL_EXPENDITURE,10743708
Indiana,1994,963071.0,Swing,3119.0068021983843,6293.860992595562,TOTAL_EXPENDITURE,6061435
Iowa,1994,497925.0,Swing,3115.3707887734095,5972.931666415625,TOTAL_EXPENDITURE,2974072
Kansas,1994,457744.0,Republican,2996.6968436505995,5774.389178230627,TOTAL_EXPENDITURE,2643192
Kentucky,1994,490069.0,Republican,2673.5174026514633,4882.065586682692,TOTAL_EXPENDITURE,2392549
Louisiana,1994,798312.0,Republican,2445.3922777059597,4433.831634749321,TOTAL_EXPENDITURE,3539581
Maine,1994,211731.0,Democratic,3774.142662151504,6321.006371291875,TOTAL_EXPENDITURE,1338353
Maryland,1994,772638.0,Democratic,3640.672604764456,6714.247810747077,TOTAL_EXPENDITURE,5187683
Massachusetts,1994,877384.0,Democratic,4030.5282521678078,7284.303110154733,TOTAL_EXPENDITURE,6391131
Michigan,1994,1601845.0,Swing,3636.5110232263423,7506.303668582166,TOTAL_EXPENDITURE,12023935
Minnesota,1994,802913.0,Democratic,3582.613558380547,6951.114255218186,TOTAL_EXPENDITURE,5581140
Mississippi,1994,503374.0,Republican,2130.6801702114135,3813.887884555023,TOTAL_EXPENDITURE,1919812
Missouri,1994,852324.0,Republican,2811.7605511519096,5368.338800737748,TOTAL_EXPENDITURE,4575564
Montana,1994,163968.0,Republican,3099.9890222482436,5355.215651834504,TOTAL_EXPENDITURE,878084
Nebraska,1994,283962.0,Republican,3640.832224029976,6230.580148047978,TOTAL_EXPENDITURE,1769248
Nevada,1994,235800.0,Swing,2774.690415606446,5700.784563189143,TOTAL_EXPENDITURE,1344245
New_Hampshire,1994,181688.0,Swing,3569.3771740566244,6163.103782308132,TOTAL_EXPENDITURE,1119762
New_Jersey,1994,651554.0,Democratic,5405.91877265737,10383.030416511909,TOTAL_EXPENDITURE,6765105
New_Mexico,1994,286759.0,Democratic,2169.5500402777243,4267.5521953975285,TOTAL_EXPENDITURE,1223759
New_York,1994,2702937.0,Democratic,5486.357987626053,9382.285269689972,TOTAL_EXPENDITURE,25359726
North_Carolina,1994,1131662.0,Swing,2793.300473109462,5072.98645708701,TOTAL_EXPENDITURE,5740906
North_Dakota,1994,118778.0,Republican,2685.8004007476134,5230.876088164475,TOTAL_EXPENDITURE,621313
Ohio,1994,1816817.0,Swing,3184.681781379192,5933.529904222604,TOTAL_EXPENDITURE,10780138
Oklahoma,1994,316322.0,Republican,2420.691573776089,4834.330207826202,TOTAL_EXPENDITURE,1529205
Oregon,1994,518425.0,Democratic,3316.50094034817,6156.709263635048,TOTAL_EXPENDITURE,3191792
Pennsylvania,1994,1720681.0,Swing,4126.601037612434,7962.966406905173,TOTAL_EXPENDITURE,13701725
Rhode_Island,1994,144918.0,Democratic,4430.5607308960925,6865.158227411363,TOTAL_EXPENDITURE,994885
South_Carolina,1994,634415.0,Republican,2595.0048469850176,4975.057336286185,TOTAL_EXPENDITURE,3156251
South_Dakota,1994,108439.0,Republican,2624.867436992226,4844.096681083374,TOTAL_EXPENDITURE,525289
Tennessee,1994,857014.0,Republican,2451.5387146534363,4272.357277710749,TOTAL_EXPENDITURE,3661470
Texas,1994,3601627.0,Republican,2725.0101134848223,5337.629077080997,TOTAL_EXPENDITURE,19224149
Utah,1994,469811.0,Republican,2122.4300835868044,3930.1932053527908,TOTAL_EXPENDITURE,1846448
Vermont,1994,98377.0,Democratic,4267.186435853909,8840.582656515242,TOTAL_EXPENDITURE,869710
Virginia,1994,1044721.0,Swing,3131.320228080033,6007.69200580825,TOTAL_EXPENDITURE,6276362
Washington,1994,915952.0,Democratic,3186.2215487274443,6516.269411497546,TOTAL_EXPENDITURE,5968590
West_Virginia,1994,313750.0,Republican,3350.3394422310757,5877.204780876494,TOTAL_EXPENDITURE,1843973
Wisconsin,1994,843747.0,Swing,3860.785282792117,6945.48247282657,TOTAL_EXPENDITURE,5860230
Wyoming,1994,100899.0,Republican,3414.919870365415,6175.938314552176,TOTAL_EXPENDITURE,623146
Alabama,1995,727480.0,Republican,2545.3620718095344,4609.560400285918,TOTAL_EXPENDITURE,3353363
Alaska,1995,125421.0,Republican,4113.4578738807695,9598.20923130895,TOTAL_EXPENDITURE,1203817
Arizona,1995,735018.0,Swing,2411.353191350416,5518.611789099042,TOTAL_EXPENDITURE,4056279
Arkansas,1995,447757.0,Republican,2704.7193008707845,4813.028048696056,TOTAL_EXPENDITURE,2155067
California,1995,5299405.0,Democratic,3046.835635321324,5679.420425500599,TOTAL_EXPENDITURE,30097549
Colorado,1995,639805.0,Swing,2963.754581474043,5886.466970405046,TOTAL_EXPENDITURE,3766191
Connecticut,1995,489513.0,Democratic,5304.200297029905,8686.563993193236,TOTAL_EXPENDITURE,4252186
Delaware,1995,106813.0,Democratic,4039.1431754561704,7233.847939857508,TOTAL_EXPENDITURE,772669
District_Of_Columbia,1995,80450.0,Democratic,4183.256681168427,8803.28154133002,TOTAL_EXPENDITURE,708224
Florida,1995,2107514.0,Swing,2900.598050594207,6393.30367437654,TOTAL_EXPENDITURE,13473977
Georgia,1995,1270948.0,Swing,3000.275384988214,5737.659605271026,TOTAL_EXPENDITURE,7292267
Hawaii,1995,183869.0,Democratic,3464.161984891417,6293.388227488048,TOTAL_EXPENDITURE,1157159
Idaho,1995,240448.0,Republican,2503.8178733031673,4608.376863188714,TOTAL_EXPENDITURE,1108075
Illinois,1995,1897161.0,Democratic,3179.270499446278,6231.237622953455,TOTAL_EXPENDITURE,11821661
Indiana,1995,966622.0,Swing,3253.7227582240007,6597.778655979276,TOTAL_EXPENDITURE,6377558
Iowa,1995,498837.0,Swing,3236.5321738363436,6216.002421632717,TOTAL_EXPENDITURE,3100772
Kansas,1995,460905.0,Republican,3053.468719150367,5981.019949881212,TOTAL_EXPENDITURE,2756682
Kentucky,1995,639992.0,Republican,2954.0150501881276,5337.3635920449005,TOTAL_EXPENDITURE,3415870
Louisiana,1995,797061.0,Republican,2572.077921263241,4686.721593453951,TOTAL_EXPENDITURE,3735603
