STATE,YEAR,ENROLL,POLITICAL_AFFILIATION,INSTRUCTION_EXPENDITURE_PER_1000_STUDENTS,TOTAL_EXPENDITURE_PER_1000_STUDENTS,Expenditure_Type,Expenditure
Alaska,2004,133153.0,Republican,5820.890254068628,12371.106922112156,INSTRUCTION_EXPENDITURE,775069
Arizona,2004,895927.0,Swing,3599.229624735051,7513.125511341884,INSTRUCTION_EXPENDITURE,3224647
Arkansas,2004,453491.0,Republican,4109.265674511733,7805.158206006294,INSTRUCTION_EXPENDITURE,1863515
California,2004,6284502.0,Democratic,4713.972244737929,9968.642384074346,INSTRUCTION_EXPENDITURE,29624968
Colorado,2004,756319.0,Swing,4274.285056966703,9083.435693140063,INSTRUCTION_EXPENDITURE,3232723
Connecticut,2004,552505.0,Democratic,7053.288205536602,12827.07486810074,INSTRUCTION_EXPENDITURE,3896977
Delaware,2004,111520.0,Democratic,6362.491032998565,12315.423242467718,INSTRUCTION_EXPENDITURE,709545
District_Of_Columbia,2004,65099.0,Democratic,7916.818998755742,16698.259573879786,INSTRUCTION_EXPENDITURE,515377
Florida,2004,2592997.0,Swing,4015.064421594009,8444.367656422279,INSTRUCTION_EXPENDITURE,10411050
Georgia,2004,1522424.0,Swing,4921.561273337782,9051.144753367,INSTRUCTION_EXPENDITURE,7492703
Hawaii,2004,183609.0,Democratic,5139.437609267519,9447.200300638859,INSTRUCTION_EXPENDITURE,943647
Idaho,2004,252037.0,Republican,3741.9624896344585,6923.404103365776,INSTRUCTION_EXPENDITURE,943113
Illinois,2004,2079027.0,Democratic,5208.77747138445,10428.870332131328,INSTRUCTION_EXPENDITURE,10829189
Indiana,2004,1005587.0,Swing,4977.217287017434,10255.39709642229,INSTRUCTION_EXPENDITURE,5005025
Iowa,2004,481226.0,Swing,4688.248349008574,9233.268776001296,INSTRUCTION_EXPENDITURE,2256107
Kansas,2004,469824.0,Republican,4538.237723062253,8475.590859555918,INSTRUCTION_EXPENDITURE,2132173
Kentucky,2004,663886.0,Republican,4102.620028137361,7922.90995743245,INSTRUCTION_EXPENDITURE,2723672
Louisiana,2004,721414.0,Republican,4348.529415841666,7912.980618618436,INSTRUCTION_EXPENDITURE,3137090
Maine,2004,201594.0,Democratic,6469.711400140877,11365.288649463773,INSTRUCTION_EXPENDITURE,1304255
Maryland,2004,869113.0,Democratic,5710.515203431544,10265.56730827867,INSTRUCTION_EXPENDITURE,4963083
Massachusetts,2004,962488.0,Democratic,7152.040337126281,12502.332496612946,INSTRUCTION_EXPENDITURE,6883753
Michigan,2004,1738976.0,Swing,5229.838709677419,11535.931490716375,INSTRUCTION_EXPENDITURE,9094564
Minnesota,2004,822245.0,Democratic,5480.162238748791,10901.12192837901,INSTRUCTION_EXPENDITURE,4506036
Mississippi,2004,492557.0,Republican,3718.294532409447,7052.844645391295,INSTRUCTION_EXPENDITURE,1831472
Missouri,2004,914055.0,Republican,4443.264354989579,8638.909037202357,INSTRUCTION_EXPENDITURE,4061388
Montana,2004,148168.0,Republican,4749.54106149776,8378.442038766805,INSTRUCTION_EXPENDITURE,703730
Nebraska,2004,284170.0,Republican,5178.734560298412,9388.700425801457,INSTRUCTION_EXPENDITURE,1471641
Nevada,2004,385414.0,Swing,4008.3676254624897,8377.015365295501,INSTRUCTION_EXPENDITURE,1544881
New_Hampshire,2004,203359.0,Swing,5878.707114020034,10995.382550071548,INSTRUCTION_EXPENDITURE,1195488
New_Jersey,2004,1363189.0,Democratic,7981.968751214982,15748.078219527886,INSTRUCTION_EXPENDITURE,10880932
New_Mexico,2004,323066.0,Democratic,4149.415289755035,8922.73095899909,INSTRUCTION_EXPENDITURE,1340535
New_York,2004,2842785.0,Democratic,9062.14891382922,15109.678712952264,INSTRUCTION_EXPENDITURE,25761741
North_Carolina,2004,1325707.0,Swing,4213.20548205599,7741.878861618744,INSTRUCTION_EXPENDITURE,5585476
North_Dakota,2004,101889.0,Republican,4724.778926086231,9397.285281041133,INSTRUCTION_EXPENDITURE,481403
Ohio,2004,1797666.0,Swing,5232.542085125935,10778.086696861374,INSTRUCTION_EXPENDITURE,9406363
Oklahoma,2004,625826.0,Republican,3422.256346013109,7030.8184703096385,INSTRUCTION_EXPENDITURE,2141737
Oregon,2004,549196.0,Democratic,4549.497811346041,9821.395276003466,INSTRUCTION_EXPENDITURE,2498566
Pennsylvania,2004,1756012.0,Swing,6090.673070571273,12559.601528918936,INSTRUCTION_EXPENDITURE,10695295
Rhode_Island,2004,156997.0,Democratic,6590.138665070033,11119.365338191175,INSTRUCTION_EXPENDITURE,1034632
South_Carolina,2004,696376.0,Republican,4267.658563764403,8814.535538272426,INSTRUCTION_EXPENDITURE,2971895
South_Dakota,2004,125156.0,Republican,4170.483236920323,8086.67582856595,INSTRUCTION_EXPENDITURE,521961
Tennessee,2004,911624.0,Republican,4215.933323387712,7391.864409010733,INSTRUCTION_EXPENDITURE,3843346
Texas,2004,4267330.0,Republican,4286.411175137616,8940.122277864613,INSTRUCTION_EXPENDITURE,18291531
Utah,2004,487311.0,Republican,3186.574897755232,6293.073622388988,INSTRUCTION_EXPENDITURE,1552853
Vermont,2004,93705.0,Democratic,7470.978069473347,16542.94861533536,INSTRUCTION_EXPENDITURE,700068
Virginia,2004,1191035.0,Swing,5043.3698421960735,9574.91173643092,INSTRUCTION_EXPENDITURE,6006830
Washington,2004,1020990.0,Democratic,4355.439328494892,8824.748528389113,INSTRUCTION_EXPENDITURE,4446860
West_Virginia,2004,280561.0,Republican,5197.233400223125,9281.389786891265,INSTRUCTION_EXPENDITURE,1458141
Wisconsin,2004,874233.0,Swing,5646.13552679892,10439.259327890848,INSTRUCTION_EXPENDITURE,4936038
Wyoming,2004,86925.0,Republican,5567.891860799539,10974.012079378776,INSTRUCTION_EXPENDITURE,483989
Alabama,2005,729342.0,Republican,4186.485900990208,8095.8782025442115,INSTRUCTION_EXPENDITURE,3053380
Alaska,2005,132568.0,Republican,6258.418321163479,13213.731820650533,INSTRUCTION_EXPENDITURE,829666
Arizona,2005,919875.0,Swing,3721.936132626716,7758.438918331295,INSTRUCTION_EXPENDITURE,3423716
Arkansas,2005,461667.0,Republican,4588.978636116508,8663.404575159153,INSTRUCTION_EXPENDITURE,2118580
California,2005,6307022.0,Democratic,4926.326561093334,10495.614570553267,INSTRUCTION_EXPENDITURE,31070450
Colorado,2005,765388.0,Swing,4416.582177928057,9517.10766304149,INSTRUCTION_EXPENDITURE,3380399
Connecticut,2005,552512.0,Democratic,7561.546174562724,13487.593029653654,INSTRUCTION_EXPENDITURE,4177845
Delaware,2005,112562.0,Democratic,6767.701355697304,13149.704163039036,INSTRUCTION_EXPENDITURE,761786
District_Of_Columbia,2005,62306.0,Democratic,7367.877892979809,17424.61400186178,INSTRUCTION_EXPENDITURE,459063
Florida,2005,2645280.0,Swing,4260.761431682091,9018.709550595779,INSTRUCTION_EXPENDITURE,11270907
Georgia,2005,1552758.0,Swing,5078.749554019364,9333.499489295822,INSTRUCTION_EXPENDITURE,7886069
Hawaii,2005,183185.0,Democratic,5498.304992220978,9639.462838114474,INSTRUCTION_EXPENDITURE,1007207
Idaho,2005,253782.0,Republican,3899.815589758139,7169.614078224618,INSTRUCTION_EXPENDITURE,989703
Illinois,2005,2072437.0,Democratic,5338.61777221696,10632.684612366987,INSTRUCTION_EXPENDITURE,11063949
Indiana,2005,1014528.0,Swing,5267.23560118597,10912.888555071915,INSTRUCTION_EXPENDITURE,5343758
Iowa,2005,478319.0,Swing,4857.078644168432,9616.070028579254,INSTRUCTION_EXPENDITURE,2323233
Kansas,2005,468481.0,Republican,4641.387804414693,8701.733901695052,INSTRUCTION_EXPENDITURE,2174402
Kentucky,2005,674502.0,Republican,4247.034108127181,8525.802740392171,INSTRUCTION_EXPENDITURE,2864633
Louisiana,2005,717625.0,Republican,4549.296638216339,8279.478836439645,INSTRUCTION_EXPENDITURE,3264689
Maine,2005,198745.0,Democratic,6821.806837907871,11699.10186419784,INSTRUCTION_EXPENDITURE,1355800
Maryland,2005,865561.0,Democratic,5955.028010735235,11302.109267862115,INSTRUCTION_EXPENDITURE,5154440
Massachusetts,2005,955225.0,Democratic,7541.597005941009,13322.8119029548,INSTRUCTION_EXPENDITURE,7203922
Michigan,2005,1721351.0,Swing,5384.906390387549,11903.157461784378,INSTRUCTION_EXPENDITURE,9269314
Minnesota,2005,814660.0,Democratic,5692.893968035744,11148.936979844353,INSTRUCTION_EXPENDITURE,4637773
Mississippi,2005,494382.0,Republican,3914.905882495722,7303.874331994288,INSTRUCTION_EXPENDITURE,1935459
Missouri,2005,902659.0,Republican,4680.301199013137,9052.106055553648,INSTRUCTION_EXPENDITURE,4224716
Montana,2005,146552.0,Republican,4919.885091981003,8654.457121021891,INSTRUCTION_EXPENDITURE,721019
Nebraska,2005,284553.0,Republican,5227.454990810147,9519.40763232157,INSTRUCTION_EXPENDITURE,1487488
Nevada,2005,399727.0,Swing,4167.109051927941,8714.797849532306,INSTRUCTION_EXPENDITURE,1665706
New_Hampshire,2005,202223.0,Swing,6236.382607319642,11538.07430410982,INSTRUCTION_EXPENDITURE,1261140
New_Jersey,2005,1368959.0,Democratic,8455.66302570055,16818.155255197562,INSTRUCTION_EXPENDITURE,11575456
New_Mexico,2005,326102.0,Democratic,4280.8569098012285,9235.441671624216,INSTRUCTION_EXPENDITURE,1395996
New_York,2005,2816426.0,Democratic,9894.351209653652,16008.541321518835,INSTRUCTION_EXPENDITURE,27866708
North_Carolina,2005,1347177.0,Swing,4572.6908936242235,8104.2899336909695,INSTRUCTION_EXPENDITURE,6160224
North_Dakota,2005,100413.0,Republican,4995.000647326542,9814.48617210919,INSTRUCTION_EXPENDITURE,501563
Ohio,2005,1778784.0,Swing,5453.539046899456,11123.082397862809,INSTRUCTION_EXPENDITURE,9700668
Oklahoma,2005,629145.0,Republican,3661.3610534932327,7607.128722313616,INSTRUCTION_EXPENDITURE,2303527
Oregon,2005,550502.0,Democratic,4852.349310265903,10168.135628935044,INSTRUCTION_EXPENDITURE,2671228
Pennsylvania,2005,1755560.0,Swing,6427.987081045364,13205.999225318417,INSTRUCTION_EXPENDITURE,11284717
Rhode_Island,2005,153596.0,Democratic,6663.558946847574,11657.797078048909,INSTRUCTION_EXPENDITURE,1023496
South_Carolina,2005,701176.0,Republican,4470.572295686105,9373.097481944618,INSTRUCTION_EXPENDITURE,3134658
South_Dakota,2005,124862.0,Republican,4320.073360990534,8483.79010427512,INSTRUCTION_EXPENDITURE,539413
Tennessee,2005,940769.0,Republican,4379.4438379666,7512.493502655806,INSTRUCTION_EXPENDITURE,4120045
Texas,2005,4334611.0,Republican,4371.950101174015,9297.753362412452,INSTRUCTION_EXPENDITURE,18950703
Utah,2005,488055.0,Republican,3345.0184917683455,6532.087572097407,INSTRUCTION_EXPENDITURE,1632553
Vermont,2005,92819.0,Democratic,7972.300929766535,17609.907454292763,INSTRUCTION_EXPENDITURE,739981
Virginia,2005,1203697.0,Swing,5454.048651778646,10289.264657135476,INSTRUCTION_EXPENDITURE,6565022
Washington,2005,1019925.0,Democratic,4538.909233522073,9215.974704022354,INSTRUCTION_EXPENDITURE,4629347
West_Virginia,2005,279456.0,Republican,5454.121579067903,9656.987146455971,INSTRUCTION_EXPENDITURE,1524187
Wisconsin,2005,869301.0,Swing,5899.230531196905,10851.824626912887,INSTRUCTION_EXPENDITURE,5128207
Wyoming,2005,84146.0,Republican,6066.812445036008,12283.447816889693,INSTRUCTION_EXPENDITURE,510498
Alabama,2006,743265.0,Republican,4475.7334194399045,8868.208512441728,INSTRUCTION_EXPENDITURE,3326656
Alaska,2006,132893.0,Republican,6557.410849329912,13677.590241773456,INSTRUCTION_EXPENDITURE,871434
Arizona,2006,947266.0,Swing,3941.858992088811,8375.870135738009,INSTRUCTION_EXPENDITURE,3733989
Arkansas,2006,472609.0,Republican,4794.282377187062,9191.270162015535,INSTRUCTION_EXPENDITURE,2265821
California,2006,6295994.0,Democratic,5144.171198384242,10915.263261051392,INSTRUCTION_EXPENDITURE,32387671
Colorado,2006,778842.0,Swing,4574.613336209399,10019.13610205921,INSTRUCTION_EXPENDITURE,3562901
Connecticut,2006,549744.0,Democratic,8016.194810675514,14519.745554294363,INSTRUCTION_EXPENDITURE,4406855
Delaware,2006,114371.0,Democratic,7151.04353376293,14399.498124524573,INSTRUCTION_EXPENDITURE,817872
District_Of_Columbia,2006,59616.0,Democratic,8029.522275899087,18147.59460547504,INSTRUCTION_EXPENDITURE,478688
Florida,2006,2663973.0,Swing,4583.981143953036,9988.522781574738,INSTRUCTION_EXPENDITURE,12211602
Georgia,2006,1597682.0,Swing,5372.669279618848,9913.879608082209,INSTRUCTION_EXPENDITURE,8583817
Hawaii,2006,182818.0,Democratic,5893.024756862016,10611.471518121847,INSTRUCTION_EXPENDITURE,1077351
Idaho,2006,258314.0,Republican,3979.594601918595,7369.790255270716,INSTRUCTION_EXPENDITURE,1027985
Illinois,2006,2097585.0,Democratic,5400.248857614828,10784.937439960717,INSTRUCTION_EXPENDITURE,11327481
Indiana,2006,1026106.0,Swing,5212.375719467579,10974.260943801128,INSTRUCTION_EXPENDITURE,5348450
Iowa,2006,483482.0,Swing,5016.372894957826,10198.131471285384,INSTRUCTION_EXPENDITURE,2425326
Kansas,2006,467279.0,Republican,5090.09392675468,9499.677922611545,INSTRUCTION_EXPENDITURE,2378494
Kentucky,2006,679621.0,Republican,4535.25273645164,8994.686744523786,INSTRUCTION_EXPENDITURE,3082253
Louisiana,2006,648313.0,Republican,4885.758884983025,9304.428570767515,INSTRUCTION_EXPENDITURE,3167501
Maine,2006,195675.0,Democratic,7032.973042033986,12170.379455730164,INSTRUCTION_EXPENDITURE,1376177
Maryland,2006,860021.0,Democratic,6436.1126065526305,12308.178521222157,INSTRUCTION_EXPENDITURE,5535192
Massachusetts,2006,949951.0,Democratic,8014.696547506135,14215.071093140594,INSTRUCTION_EXPENDITURE,7613569
Michigan,2006,1714416.0,Swing,5483.40192812013,12031.361116555141,INSTRUCTION_EXPENDITURE,9400832
Minnesota,2006,812040.0,Democratic,5934.175656371607,11910.660804886458,INSTRUCTION_EXPENDITURE,4818788
Mississippi,2006,493952.0,Republican,4243.383972531744,8231.641940917336,INSTRUCTION_EXPENDITURE,2096028
Missouri,2006,913765.0,Republican,4906.240663627957,9471.441782077449,INSTRUCTION_EXPENDITURE,4483151
Montana,2006,145259.0,Republican,5188.415175651767,9483.74283176946,INSTRUCTION_EXPENDITURE,753664
Nebraska,2006,285547.0,Republican,5500.421997079289,10041.254154307348,INSTRUCTION_EXPENDITURE,1570629
Nevada,2006,412747.0,Swing,4459.627810741205,9746.840073943602,INSTRUCTION_EXPENDITURE,1840698
New_Hampshire,2006,201044.0,Swing,6628.598714709218,12406.473209844611,INSTRUCTION_EXPENDITURE,1332640
New_Jersey,2006,1371155.0,Democratic,8977.79900886479,17633.100561205698,INSTRUCTION_EXPENDITURE,12309954
New_Mexico,2006,326761.0,Democratic,4591.484295861501,9486.254479573756,INSTRUCTION_EXPENDITURE,1500318
New_York,2006,2787366.0,Democratic,10615.583672901228,17349.631874680254,INSTRUCTION_EXPENDITURE,29589517
North_Carolina,2006,1378306.0,Swing,4601.727773077966,8506.841731807015,INSTRUCTION_EXPENDITURE,6342589
North_Dakota,2006,98172.0,Republican,5226.673593285254,10360.224911380026,INSTRUCTION_EXPENDITURE,513113
Ohio,2006,1769200.0,Swing,5679.725864797649,11637.793352927878,INSTRUCTION_EXPENDITURE,10048571
Oklahoma,2006,634468.0,Republican,3842.4869339352026,8029.869118694718,INSTRUCTION_EXPENDITURE,2437935
Oregon,2006,556185.0,Democratic,5096.178429838992,9684.058361875994,INSTRUCTION_EXPENDITURE,2834418
Pennsylvania,2006,1752402.0,Swing,6662.500955830911,13806.833135319406,INSTRUCTION_EXPENDITURE,11675380
Rhode_Island,2006,150112.0,Democratic,7466.2785120443405,13213.986889788957,INSTRUCTION_EXPENDITURE,1120778
South_Carolina,2006,699027.0,Republican,4736.439365003069,10225.760950578448,INSTRUCTION_EXPENDITURE,3310899
South_Dakota,2006,121718.0,Republican,4536.707799996714,8645.516686110519,INSTRUCTION_EXPENDITURE,552199
Tennessee,2006,953514.0,Republican,4455.195204265485,7755.8976585556165,INSTRUCTION_EXPENDITURE,4248091
Texas,2006,4450272.0,Republican,4561.462535323683,9750.919494358996,INSTRUCTION_EXPENDITURE,20299749
Utah,2006,496507.0,Republican,3442.664453874769,6790.111720479268,INSTRUCTION_EXPENDITURE,1709307
Vermont,2006,90850.0,Democratic,8404.964226747385,18841.629058888277,INSTRUCTION_EXPENDITURE,763591
Virginia,2006,1213616.0,Swing,5788.2056597803585,11108.40331702944,INSTRUCTION_EXPENDITURE,7024659
Washington,2006,1031668.0,Democratic,4678.616570447081,9611.247998387078,INSTRUCTION_EXPENDITURE,4826779
West_Virginia,2006,279788.0,Republican,5610.265629691052,10195.601669835734,INSTRUCTION_EXPENDITURE,1569685
Wisconsin,2006,869596.0,Swing,6083.968877501737,11246.190184867455,INSTRUCTION_EXPENDITURE,5290595
Wyoming,2006,86155.0,Republican,6629.063896465673,13307.724450118973,INSTRUCTION_EXPENDITURE,571127
Alabama,2007,743273.0,Republican,4915.375642597,9682.120835816719,INSTRUCTION_EXPENDITURE,3653466
Alaska,2007,132197.0,Republican,7014.584294651165,14665.650506441145,INSTRUCTION_EXPENDITURE,927307
Arizona,2007,969875.0,Swing,4101.353267173605,8980.055161747649,INSTRUCTION_EXPENDITURE,3977800
Arkansas,2007,474532.0,Republican,4926.428565407601,10071.624252948168,INSTRUCTION_EXPENDITURE,2337748
California,2007,6288686.0,Democratic,5515.4626896620375,11643.993991749629,INSTRUCTION_EXPENDITURE,34685013
Colorado,2007,790211.0,Swing,4786.443114560541,10173.41697344127,INSTRUCTION_EXPENDITURE,3782300
Connecticut,2007,549230.0,Democratic,8394.610636709576,15813.813884893396,INSTRUCTION_EXPENDITURE,4610572
Delaware,2007,114678.0,Democratic,7194.788887144875,14869.49545684438,INSTRUCTION_EXPENDITURE,825084
District_Of_Columbia,2007,56943.0,Democratic,8640.078675166395,20028.906099081538,INSTRUCTION_EXPENDITURE,491992
Florida,2007,2656176.0,Swing,5073.500024094788,11237.919475215496,INSTRUCTION_EXPENDITURE,13476109
Georgia,2007,1628409.0,Swing,5838.272817209927,10678.846653389905,INSTRUCTION_EXPENDITURE,9507096
Hawaii,2007,180728.0,Democratic,6516.870656456111,12170.798105440219,INSTRUCTION_EXPENDITURE,1177781
Idaho,2007,262935.0,Republican,4066.1532317873234,7456.108924258848,INSTRUCTION_EXPENDITURE,1069134
Illinois,2007,2101075.0,Democratic,5564.867508299323,11138.068369763098,INSTRUCTION_EXPENDITURE,11692204
Indiana,2007,1034588.0,Swing,5326.858614250311,11078.86617668096,INSTRUCTION_EXPENDITURE,5511104
Iowa,2007,483122.0,Swing,5293.960945682457,10761.205244224026,INSTRUCTION_EXPENDITURE,2557629
Kansas,2007,468974.0,Republican,5549.3545484397855,10286.137397808832,INSTRUCTION_EXPENDITURE,2602503
Kentucky,2007,646360.0,Republican,4926.410978402128,9826.77764713163,INSTRUCTION_EXPENDITURE,3184235
Louisiana,2007,662302.0,Republican,5179.310948781674,10051.82077058502,INSTRUCTION_EXPENDITURE,3430268
Maine,2007,193539.0,Democratic,7541.81327794398,12923.11627113915,INSTRUCTION_EXPENDITURE,1459635
Maryland,2007,851640.0,Democratic,7081.680052604387,13551.764830209948,INSTRUCTION_EXPENDITURE,6031042
Massachusetts,2007,945070.0,Democratic,8521.752886029606,15147.574253758981,INSTRUCTION_EXPENDITURE,8053653
Michigan,2007,1686473.0,Swing,5697.5925496583695,11764.100581509458,INSTRUCTION_EXPENDITURE,9608836
Minnesota,2007,810104.0,Democratic,6231.475217996701,12381.255986885633,INSTRUCTION_EXPENDITURE,5048143
Mississippi,2007,494135.0,Republican,4372.076456838718,8416.187883877887,INSTRUCTION_EXPENDITURE,2160396
Missouri,2007,910142.0,Republican,5211.703228726946,10158.332436037454,INSTRUCTION_EXPENDITURE,4743390
Montana,2007,144258.0,Republican,5502.024151173591,9998.987924413203,INSTRUCTION_EXPENDITURE,793711
Nebraska,2007,287135.0,Republican,5829.982412454072,10858.763299493268,INSTRUCTION_EXPENDITURE,1673992
Nevada,2007,422782.0,Swing,4841.845206276521,10280.406923662786,INSTRUCTION_EXPENDITURE,2047045
New_Hampshire,2007,198625.0,Swing,7026.401510383889,13131.227186910006,INSTRUCTION_EXPENDITURE,1395619
New_Jersey,2007,1363804.0,Democratic,9716.018577449546,18750.57706239313,INSTRUCTION_EXPENDITURE,13250745
New_Mexico,2007,327816.0,Democratic,4912.19159528516,10003.986992703223,INSTRUCTION_EXPENDITURE,1610295
New_York,2007,2754976.0,Democratic,11421.408389764556,18604.149001660997,INSTRUCTION_EXPENDITURE,31465706
North_Carolina,2007,1416028.0,Swing,4934.640416714924,9035.192806921897,INSTRUCTION_EXPENDITURE,6987589
North_Dakota,2007,96577.0,Republican,5423.423796556116,10791.13039336488,INSTRUCTION_EXPENDITURE,523778
Ohio,2007,1758645.0,Swing,5801.194669759958,12132.397385487122,INSTRUCTION_EXPENDITURE,10202242
Oklahoma,2007,639032.0,Republican,4207.869089497865,8614.925387148061,INSTRUCTION_EXPENDITURE,2688963
Oregon,2007,559643.0,Democratic,5358.959193628795,10068.838527418371,INSTRUCTION_EXPENDITURE,2999104
Pennsylvania,2007,1760451.0,Swing,6813.379071612899,14557.112353595756,INSTRUCTION_EXPENDITURE,11994620
Rhode_Island,2007,147861.0,Democratic,7964.480153657827,14083.037447332292,INSTRUCTION_EXPENDITURE,1177636
South_Carolina,2007,701580.0,Republican,4962.524587359959,10919.631403403746,INSTRUCTION_EXPENDITURE,3481608
South_Dakota,2007,121158.0,Republican,4736.9220356889355,9050.727149672328,INSTRUCTION_EXPENDITURE,573916
Tennessee,2007,978084.0,Republican,4573.262623660135,7992.8298591940975,INSTRUCTION_EXPENDITURE,4473035
Texas,2007,4513835.0,Republican,4665.94636268273,10173.350377229119,INSTRUCTION_EXPENDITURE,21061312
Utah,2007,504079.0,Republican,3603.5145284766872,7178.517652986932,INSTRUCTION_EXPENDITURE,1816456
Vermont,2007,89329.0,Democratic,8960.729438368278,20200.819442734162,INSTRUCTION_EXPENDITURE,800453
Virginia,2007,1220440.0,Swing,6252.5294156205955,12045.535216807053,INSTRUCTION_EXPENDITURE,7630837
Washington,2007,1026121.0,Democratic,5017.73767421191,10410.465237530467,INSTRUCTION_EXPENDITURE,5148806
West_Virginia,2007,281298.0,Republican,5717.235813976637,10605.361573846953,INSTRUCTION_EXPENDITURE,1608247
Wisconsin,2007,870584.0,Swing,6270.842331124853,11473.76703454233,INSTRUCTION_EXPENDITURE,5459295
Wyoming,2007,85034.0,Republican,7781.746125079379,16350.448056071687,INSTRUCTION_EXPENDITURE,661713
Alabama,2008,742919.0,Republican,5312.8308738906935,10562.91062686511,INSTRUCTION_EXPENDITURE,3947003
Alaska,2008,130624.0,Republican,8523.670994610486,17415.015617344437,INSTRUCTION_EXPENDITURE,1113396
Arizona,2008,987332.0,Swing,4306.299198243346,9704.132956290285,INSTRUCTION_EXPENDITURE,4251747
Arkansas,2008,476110.0,Republican,5016.702022641826,9915.187666715674,INSTRUCTION_EXPENDITURE,2388502
California,2008,6258421.0,Democratic,5838.908408366903,12242.523313787935,INSTRUCTION_EXPENDITURE,36542347
Colorado,2008,796824.0,Swing,5298.369527022279,11150.248988484282,INSTRUCTION_EXPENDITURE,4221868
Connecticut,2008,544417.0,Democratic,8961.610309744185,16617.317240277214,INSTRUCTION_EXPENDITURE,4878853
Delaware,2008,114062.0,Democratic,7475.767565008504,15315.573986077748,INSTRUCTION_EXPENDITURE,852701
District_Of_Columbia,2008,58191.0,Democratic,8937.636404254954,21047.670601983125,INSTRUCTION_EXPENDITURE,520090
Florida,2008,2645680.0,Swing,5440.0475492123005,11800.213555683227,INSTRUCTION_EXPENDITURE,14392625
Georgia,2008,1646010.0,Swing,6251.164938244604,11647.612711951933,INSTRUCTION_EXPENDITURE,10289480
Hawaii,2008,179897.0,Democratic,7125.388416705115,12464.954946441574,INSTRUCTION_EXPENDITURE,1281836
Idaho,2008,265844.0,Republican,4229.1795188155465,7528.204510916176,INSTRUCTION_EXPENDITURE,1124302
Illinois,2008,2099118.0,Democratic,6038.744844263162,12241.744389786569,INSTRUCTION_EXPENDITURE,12676038
Indiana,2008,1033329.0,Swing,5327.43395375529,10515.38377419002,INSTRUCTION_EXPENDITURE,5504992
Iowa,2008,485114.0,Swing,5642.706662763804,11328.792819832039,INSTRUCTION_EXPENDITURE,2737356
Kansas,2008,467743.0,Republican,5922.096108332995,10950.562595271334,INSTRUCTION_EXPENDITURE,2770019
Kentucky,2008,666019.0,Republican,5138.530582460861,10199.731539190325,INSTRUCTION_EXPENDITURE,3422359
Louisiana,2008,662971.0,Republican,5851.779338764441,11463.53762080091,INSTRUCTION_EXPENDITURE,3879560
Maine,2008,193058.0,Democratic,7044.489220855909,13375.73682520279,INSTRUCTION_EXPENDITURE,1359995
Maryland,2008,845700.0,Democratic,7821.1410665720705,15064.080643254109,INSTRUCTION_EXPENDITURE,6614339
Massachusetts,2008,937677.0,Democratic,9042.927361980725,15604.035291470303,INSTRUCTION_EXPENDITURE,8479345
Michigan,2008,1661936.0,Swing,5781.737082535067,12457.627730550394,INSTRUCTION_EXPENDITURE,9608877
Minnesota,2008,807929.0,Democratic,6488.26567681071,12949.930006225795,INSTRUCTION_EXPENDITURE,5242058
Mississippi,2008,493302.0,Republican,4634.546383351375,8845.105026940899,INSTRUCTION_EXPENDITURE,2286231
Missouri,2008,898350.0,Republican,5570.606111203873,11020.670117437523,INSTRUCTION_EXPENDITURE,5004354
Montana,2008,142695.0,Republican,5828.641508111707,10916.13581414906,INSTRUCTION_EXPENDITURE,831718
Nebraska,2008,290912.0,Republican,6133.641788582114,11431.85224397756,INSTRUCTION_EXPENDITURE,1784350
Nevada,2008,428776.0,Swing,4884.813982125866,11384.074668358304,INSTRUCTION_EXPENDITURE,2094491
New_Hampshire,2008,195668.0,Swing,7640.53907639471,13880.455669808041,INSTRUCTION_EXPENDITURE,1495009
New_Jersey,2008,1353191.0,Democratic,10153.050825788821,19338.349131792926,INSTRUCTION_EXPENDITURE,13739017
New_Mexico,2008,329045.0,Democratic,5265.699220471364,10939.913993526721,INSTRUCTION_EXPENDITURE,1732652
New_York,2008,2727552.0,Democratic,12262.477122342672,20117.23736156084,INSTRUCTION_EXPENDITURE,33446544
North_Carolina,2008,1408316.0,Swing,5133.232882392872,9750.085208149309,INSTRUCTION_EXPENDITURE,7229214
North_Dakota,2008,94959.0,Republican,5815.667814530481,11436.198780526332,INSTRUCTION_EXPENDITURE,552250
Ohio,2008,1743920.0,Swing,6017.74794715354,12587.21959722923,INSTRUCTION_EXPENDITURE,10494471
Oklahoma,2008,641682.0,Republican,4322.1034718131405,8832.64451862449,INSTRUCTION_EXPENDITURE,2773416
Oregon,2008,562632.0,Democratic,5717.966628275675,11388.459952508923,INSTRUCTION_EXPENDITURE,3217111
Pennsylvania,2008,1718588.0,Swing,7200.68626104686,15476.491747876746,INSTRUCTION_EXPENDITURE,12375013
Rhode_Island,2008,143812.0,Democratic,8551.073623897868,15125.107779601147,INSTRUCTION_EXPENDITURE,1229747
South_Carolina,2008,710685.0,Republican,5270.277267706509,11492.0984683791,INSTRUCTION_EXPENDITURE,3745507
South_Dakota,2008,121606.0,Republican,5014.9499202341985,9643.561995296284,INSTRUCTION_EXPENDITURE,609848
Tennessee,2008,966963.0,Republican,4870.3693936582895,8778.537544869867,INSTRUCTION_EXPENDITURE,4709467
Texas,2008,4581517.0,Republican,4986.4573240697355,10958.341309221378,INSTRUCTION_EXPENDITURE,22845539
